,Original.ID,Sample.ID,Density,ASVOTU,Norm,Depth,Location,Season,Pielou,Shannon,Chao1,Euclidean,Aitchinson
419,12,sample-160,High,OTU,Rarefaction,ten,Facility 3,Spring,0.388955536,1.236121632,24,4387.234549,13.97537661
420,12,sample-161,High,OTU,Rarefaction,ten,Facility 3,Winter,0.35398351,1.203967786,30,6584.944549,16.6546761
421,13,sample-162,High,OTU,Rarefaction,ten,Facility 3,Fall,0.456660908,1.469934758,25.33333333,4941.427895,16.52720124
422,13,sample-164,High,OTU,Rarefaction,ten,Facility 3,Winter,0.420144222,1.442769883,33.5,4816.725764,16.13629847
423,14,sample-166,High,OTU,Rarefaction,ten,Facility 3,Spring,0.48217287,1.727875612,36.75,4931.654523,20.45279379
424,14,sample-167,High,OTU,Rarefaction,ten,Facility 3,Winter,0.42916028,1.593717627,41,6736.620071,20.51106042
425,2,sample-174,High,OTU,Rarefaction,ten,Facility 3,Spring,0.310710918,0.745052242,11,8635.064803,15.79376295
426,22,sample-180,High,OTU,Rarefaction,ten,Facility 3,Spring,0.382989269,0.98234808,13,5310.026803,14.1128387
427,24,sample-186,High,OTU,Rarefaction,ten,Facility 3,Winter,0.109259338,0.195766453,6,6737.947753,10.1276044
428,3,sample-197,High,OTU,Rarefaction,ten,Facility 3,Winter,0.471316837,1.477811215,23,6612.923905,18.32890201
429,17,sample-20,High,OTU,Rarefaction,ten,Facility 2,Spring,0.489436782,1.61310379,27.25,3616.87516,15.99670711
430,34,sample-207,High,OTU,Rarefaction,ten,Facility 3,Winter,0.290029022,0.519662247,6,5929.230939,11.21809275
431,17,sample-21,High,OTU,Rarefaction,ten,Facility 2,Winter,0.393112263,1.362423282,34,4504.052354,13.84662298
432,4,sample-221,High,OTU,Rarefaction,ten,Facility 3,Winter,0.432505997,1.733195635,57.5,6002.844759,18.71533496
433,40,sample-223,High,OTU,Rarefaction,ten,Facility 3,Spring,0.434937317,1.382254205,25,4584.369792,16.5421287
434,18,sample-23,High,OTU,Rarefaction,ten,Facility 2,Spring,0.320887775,1.091402659,30,5100.711119,16.81073472
435,46,sample-241,High,OTU,Rarefaction,ten,Facility 3,Winter,0.460767579,1.551540748,31,6761.905749,21.84119901
436,47,sample-243,High,OTU,Rarefaction,ten,Facility 3,Spring,0.35007757,1.14058652,26.5,5393.81893,17.91762085
437,5,sample-249,High,OTU,Rarefaction,ten,Facility 3,Spring,0.381582151,1.555915507,62.75,7160.872252,23.55281414
438,50,sample-251,High,OTU,Rarefaction,ten,Facility 3,Fall,0.551565693,1.652343146,21.5,4507.535461,17.75898426
439,19,sample-26,High,OTU,Rarefaction,ten,Facility 2,Spring,0.31262066,0.966323732,22,8023.422631,15.33318766
440,7,sample-263,High,OTU,Rarefaction,ten,Facility 3,Fall,0.580859433,2.198082244,47,3829.76368,20.23042882
441,8,sample-266,High,OTU,Rarefaction,ten,Facility 3,Fall,0.143247699,0.487213699,31,9114.715046,16.14407017
442,8,sample-267,High,OTU,Rarefaction,ten,Facility 3,Spring,0.089038602,0.252265354,17,8435.510221,12.37261664
443,8,sample-268,High,OTU,Rarefaction,ten,Facility 3,Winter,0.435297458,1.616508482,48,5819.404776,18.48034366
444,9,sample-270,High,OTU,Rarefaction,ten,Facility 3,Winter,0.265092948,0.794147499,20.6,5352.055214,15.24437767
445,E13,sample-274,High,OTU,Rarefaction,ten,Facility 3,Spring,0.587382821,1.628570986,16,6403.972559,22.68043946
446,E9,sample-283,High,OTU,Rarefaction,ten,Facility 3,Spring,0.428827514,1.632401612,45.33333333,6884.60686,23.60455825
447,9,sample-284,High,OTU,Rarefaction,ten,Facility 1,Fall,0.389727506,1.374319693,34,5949.853703,17.83643258
448,10,sample-286,High,OTU,Rarefaction,ten,Facility 1,Spring,0.03695049,0.076836383,8,8710.287142,9.775751894
449,10,sample-287,High,OTU,Rarefaction,ten,Facility 1,Winter,0.440382989,1.713891454,54.6,5284.517852,19.06258724
450,11,sample-290,High,OTU,Rarefaction,ten,Facility 1,Winter,0.529259494,1.990650872,43,4874.337104,20.95432466
451,13,sample-295,High,OTU,Rarefaction,ten,Facility 1,Spring,0.38267713,1.106079168,18,7076.413165,14.00323524
452,14,sample-299,High,OTU,Rarefaction,ten,Facility 1,Winter,0.217080228,0.723355715,29.5,5791.987469,14.11209543
453,20,sample-312,High,OTU,Rarefaction,ten,Facility 1,Spring,0.667934534,0.733801087,3,5275.940766,10.21509613
454,28,sample-332,High,OTU,Rarefaction,ten,Facility 1,Fall,0.480577556,0.935160744,7,6899.851217,12.50055203
455,21,sample-34,High,OTU,Rarefaction,ten,Facility 2,Fall,0.053650623,0.111563334,8,9056.157529,11.13077433
456,31,sample-340,High,OTU,Rarefaction,ten,Facility 1,Fall,0.145743348,0.373824306,16,8422.355919,9.960862356
457,35,sample-346,High,OTU,Rarefaction,ten,Facility 1,Fall,0.183733421,0.201851794,3,8954.919848,10.11676766
458,21,sample-35,High,OTU,Rarefaction,ten,Facility 2,Winter,0.158902027,0.511485892,26,6121.087316,12.2954251
459,36,sample-350,High,OTU,Rarefaction,ten,Facility 1,Spring,0.373967247,0.861091407,10,7083.305759,12.36286543
460,39,sample-355,High,OTU,Rarefaction,ten,Facility 1,Fall,0.578950078,2.522316915,79.875,3877.173151,25.76551701
461,39,sample-357,High,OTU,Rarefaction,ten,Facility 1,Winter,0.353022218,1.265061805,39,4582.625265,15.39980159
462,4,sample-359,High,OTU,Rarefaction,ten,Facility 1,Spring,0.503106653,1.577488,23,5550.523253,18.02526548
463,4,sample-360,High,OTU,Rarefaction,ten,Facility 1,Winter,0.493039157,1.818762017,42,6312.29025,20.94087904
464,40,sample-362,High,OTU,Rarefaction,ten,Facility 1,Spring,0.347589816,0.963723603,16,6537.842217,13.56119374
465,41,sample-364,High,OTU,Rarefaction,ten,Facility 1,Fall,0.602698634,2.381409191,52.6,3556.64925,21.85835568
466,41,sample-366,High,OTU,Rarefaction,ten,Facility 1,Winter,0.427349102,1.898563024,93.27272727,4765.76699,20.35524417
467,42,sample-369,High,OTU,Rarefaction,ten,Facility 1,Winter,0.482949496,1.30785148,16,3827.606296,14.336498
468,22,sample-37,High,OTU,Rarefaction,ten,Facility 2,Spring,0.444943849,1.174232326,17,5470.085272,14.10608895
469,43,sample-370,High,OTU,Rarefaction,ten,Facility 1,Fall,0.541779671,2.406938137,93.75,3746.839741,23.86427969
470,43,sample-372,High,OTU,Rarefaction,ten,Facility 1,Winter,0.189715092,0.742169803,51.66666667,5832.893419,14.33745373
471,45,sample-377,High,OTU,Rarefaction,ten,Facility 1,Winter,0.0231542,0.048147806,8,9947.876691,11.98621392
472,46,sample-378,High,OTU,Rarefaction,ten,Facility 1,Fall,0.234661513,0.650619864,17,8166.021801,16.47875413
473,46,sample-379,High,OTU,Rarefaction,ten,Facility 1,Spring,0.46951968,1.596929108,30,4393.188789,17.1975491
474,22,sample-38,High,OTU,Rarefaction,ten,Facility 2,Winter,0.336650024,1.083634625,25.5,4727.127019,16.32385513
475,46,sample-380,High,OTU,Rarefaction,ten,Facility 1,Winter,0.486605606,1.807044984,41.5,5135.173648,18.89511823
476,5,sample-390,High,OTU,Rarefaction,ten,Facility 1,Fall,0.334872171,1.316658985,54.33333333,5874.176377,17.91686828
477,5,sample-392,High,OTU,Rarefaction,ten,Facility 1,Winter,0.263984381,0.74792407,17.33333333,7267.555231,13.90746892
478,6,sample-401,High,OTU,Rarefaction,ten,Facility 1,Winter,0.293574149,1.11094025,44.375,7237.616108,17.29844029
479,8,sample-404,High,OTU,Rarefaction,ten,Facility 1,Fall,0.71663658,2.643585958,41,2925.971232,24.02328278
480,8,sample-405,High,OTU,Rarefaction,ten,Facility 1,Spring,0.534549186,1.57394746,19,4785.580769,18.16613194
481,8,sample-406,High,OTU,Rarefaction,ten,Facility 1,Winter,0.473921475,1.561967869,27,5804.340378,19.52993293
482,9,sample-408,High,OTU,Rarefaction,ten,Facility 1,Winter,0.62384138,2.301275648,43.33333333,4468.802454,22.72624792
483,25,sample-41,High,OTU,Rarefaction,ten,Facility 2,Spring,0.084461698,0.216639977,13.33333333,7527.406888,10.91965389
484,E3,sample-413,High,OTU,Rarefaction,ten,Facility 1,Spring,0.445527439,1.37714423,22.75,5907.291085,16.36459518
485,13B,sample-428,High,OTU,Rarefaction,ten,Facility 2,Summer,0.439171562,1.671777913,46.2,4906.990644,16.75980251
486,15A,sample-431,High,OTU,Rarefaction,ten,Facility 2,Summer,0.445022766,1.7409393,52,5442.787556,17.73093473
487,18A,sample-432,High,OTU,Rarefaction,ten,Facility 2,Summer,0.440035724,1.538588237,33,6161.173077,18.71683362
488,21A,sample-435,High,OTU,Rarefaction,ten,Facility 2,Summer,0.299811484,1.147870658,46.75,4488.367785,12.37582559
489,30A,sample-444,High,OTU,Rarefaction,ten,Facility 2,Summer,0.443840474,1.658929056,47,4551.573597,16.20408891
490,10,sample-458,High,OTU,Rarefaction,ten,Facility 3,Summer,0.44350807,1.726053708,50,5766.922665,17.42297449
491,12,sample-459,High,OTU,Rarefaction,ten,Facility 3,Summer,0.346050299,1.475101646,76.6,4146.023953,13.12207232
492,14,sample-461,High,OTU,Rarefaction,ten,Facility 3,Summer,0.6606115,2.82521482,72.25,4200.471843,26.71308168
493,26,sample-469,High,OTU,Rarefaction,ten,Facility 3,Summer,0.505521135,2.280334818,92.66666667,3693.00588,23.42366103
494,28,sample-470,High,OTU,Rarefaction,ten,Facility 3,Summer,0.355591959,1.539973954,77.42857143,6358.689307,17.14074602
495,40,sample-477,High,OTU,Rarefaction,ten,Facility 3,Summer,0.336693626,1.289079155,46.6,4212.620638,16.09666861
496,50,sample-482,High,OTU,Rarefaction,ten,Facility 3,Summer,0.173696523,0.536903328,22,6324.474241,12.65136119
497,8,sample-485,High,OTU,Rarefaction,ten,Facility 3,Summer,0.614033983,2.651084423,77.5,3469.209825,23.29951758
498,30,sample-58,High,OTU,Rarefaction,ten,Facility 2,Spring,0.467501704,1.590065573,30,5693.319391,18.58672371
499,30,sample-59,High,OTU,Rarefaction,ten,Facility 2,Winter,0.608128258,2.026407724,28.5,3876.200019,16.76549212
500,E3,sample-86,High,OTU,Rarefaction,ten,Facility 2,Spring,0.346411769,1.221572789,34.25,5264.749994,15.92827108
501,13,sample-11,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.251680644,0.405064371,5,28215.1245,18.62335467
502,E2,sample-111,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.645222484,2.712962216,68,8935.452844,31.26291361
503,E3,sample-116,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.568780602,1.731665305,21,14579.75324,23.17331461
504,E4,sample-122,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.603632883,2.864197061,116.5,8165.213831,34.64457389
505,E5,sample-126,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.461441087,1.805168147,50,16537.79029,27.84086126
506,15,sample-13,High,OTU,Rarefaction,thirty,Facility 2,Fall,0.650082661,2.543138327,50,10748.25292,29.32242963
507,E6,sample-131,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.00708887,0.011409096,5,29820.80645,13.35637851
508,E6,sample-132,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.4441958,2.036623299,99.2,7847.785376,27.14112222
509,E7,sample-137,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.510862697,1.955910071,46,14599.76165,24.91363376
510,15,sample-14,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.4256449,1.461659142,31,19129.52109,22.19771636
511,E9,sample-143,High,OTU,Rarefaction,thirty,Facility 2,Winter,0.183597012,0.575667368,23.33333333,17811.30366,14.8640377
512,E9,sample-144,High,OTU,Rarefaction,thirty,Facility 3,Fall,0.441590632,1.544024984,33.25,18350.47021,26.1688237
513,E9,sample-145,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.472464926,2.000466816,76,16659.57771,29.03514052
514,1,sample-150,High,OTU,Rarefaction,thirty,Facility 3,Fall,0.387205509,0.962169543,12,20621.49665,20.20602819
515,10,sample-153,High,OTU,Rarefaction,thirty,Facility 3,Fall,0.400495374,1.412291076,34,19938.03732,25.99676142
516,10,sample-154,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.433359336,1.252569585,18,17107.16759,19.99870191
517,12,sample-159,High,OTU,Rarefaction,thirty,Facility 3,Fall,0.551903543,2.124910102,48,11465.33227,26.02864773
518,16,sample-16,High,OTU,Rarefaction,thirty,Facility 2,Fall,0.528219044,1.862690785,34,14707.48279,27.68836183
519,12,sample-160,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.363731896,1.224792897,29,13291.98583,17.70021694
520,12,sample-161,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.351603065,1.207400425,31,19635.44184,20.759073
521,13,sample-162,High,OTU,Rarefaction,thirty,Facility 3,Fall,0.450522482,1.484848606,27,14718.10196,20.66032409
522,13,sample-164,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.407875897,1.461631002,36.33333333,14364.63069,20.37977559
523,14,sample-166,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.490322524,1.757080052,36,14668.09338,25.79648996
524,14,sample-167,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.415021866,1.560980289,43,20434.84613,25.52658524
525,2,sample-174,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.317677126,0.761756479,11,25703.65995,18.67080988
526,22,sample-180,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.372792885,0.983821795,14,15923.18996,17.49965051
527,24,sample-186,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.110697354,0.198343032,6,20186.38967,12.7877287
528,3,sample-197,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.458974912,1.47738325,25,19850.69713,22.46181553
529,17,sample-20,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.482641607,1.625197072,29.33333333,10796.12422,19.82773607
530,34,sample-207,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.275138706,0.492982382,6,17960.21365,13.45852845
531,17,sample-21,High,OTU,Rarefaction,thirty,Facility 2,Winter,0.382004649,1.379387429,37,13335.03348,17.39967979
532,4,sample-221,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.423001227,1.731912773,61.5,17950.96406,23.70247055
533,40,sample-223,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.420555831,1.370211496,26.5,13753.30131,20.30097173
534,18,sample-23,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.319575345,1.107563747,32.33333333,15254.24688,21.55148583
535,46,sample-241,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.449756411,1.55873694,32,20324.45841,27.1215248
536,47,sample-243,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.351911586,1.14656192,26,16132.09374,22.49355154
537,5,sample-249,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.377365085,1.557436417,62,21475.98918,29.92885877
538,50,sample-251,High,OTU,Rarefaction,thirty,Facility 3,Fall,0.541574283,1.648835056,21,13634.4975,21.75565715
539,19,sample-26,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.3102806,0.959090507,22,24083.02846,18.81722532
540,7,sample-263,High,OTU,Rarefaction,thirty,Facility 3,Fall,0.566747491,2.205679388,49.5,11545.47023,25.49960835
541,8,sample-266,High,OTU,Rarefaction,thirty,Facility 3,Fall,0.14267439,0.489942028,31,27354.74736,20.77338073
542,8,sample-267,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.083952958,0.247194361,19,25343.90894,15.7067897
543,8,sample-268,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.427298395,1.645161889,47,17388.02211,23.15868479
544,9,sample-270,High,OTU,Rarefaction,thirty,Facility 3,Winter,0.257674642,0.796483258,22,16041.16216,18.80295295
545,E13,sample-274,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.584007591,1.61921286,16,19351.85935,27.19698845
546,E9,sample-283,High,OTU,Rarefaction,thirty,Facility 3,Spring,0.419551737,1.632819968,50,20603.40444,29.68650756
547,9,sample-284,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.379012078,1.358196961,36,17963.74655,22.23575689
548,10,sample-286,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.037245454,0.077449744,8,26149.7954,11.84827011
549,10,sample-287,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.447612172,1.723372931,47.33333333,15658.95941,23.82224581
550,11,sample-290,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.528045756,1.998225277,44,14597.78094,26.3073663
551,13,sample-295,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.364627852,1.092327423,20.33333333,21277.42755,16.90013735
552,14,sample-299,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.217373703,0.724333632,28,17378.46694,18.74275226
553,20,sample-312,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.676183502,0.742863505,3,15819.05401,11.97684363
554,28,sample-332,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.475738728,0.925744819,7,20847.26643,14.72122392
555,21,sample-34,High,OTU,Rarefaction,thirty,Facility 2,Fall,0.054881169,0.120586253,10,27094.71831,13.84601983
556,31,sample-340,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.139378316,0.377443477,15,25217.55814,12.13207089
557,35,sample-346,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.18486839,0.203098685,3,26827.97327,11.84938426
558,21,sample-35,High,OTU,Rarefaction,thirty,Facility 2,Winter,0.147663584,0.497226972,32,18447.28454,16.24052063
559,36,sample-350,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.364428476,0.873861321,11,21135.46196,15.30186797
560,39,sample-355,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.578897858,2.564990353,87.33333333,11501.44559,33.283102
561,39,sample-357,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.341951076,1.2614163,41,13611.42976,20.21380737
562,4,sample-359,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.512301198,1.583544751,22,16590.73789,21.74208984
563,4,sample-360,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.478466147,1.776818518,41,19222.5059,25.48170575
564,40,sample-362,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.324834633,0.938892848,18,19795.1242,16.36809844
565,41,sample-364,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.592009001,2.383044435,59.33333333,10639.76091,27.2804098
566,41,sample-366,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.414786942,1.90599571,100.5,14141.13486,26.50539663
567,42,sample-369,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.495897556,1.308702081,14,11577.63096,17.56353151
568,22,sample-37,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.446726928,1.178937974,14,16236.66463,16.96904294
569,43,sample-370,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.528001095,2.393217494,94.25,11295.30238,30.51474532
570,43,sample-372,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.177508609,0.71133614,56,17642.08224,19.00990007
571,45,sample-377,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.024976581,0.054879158,12,29846.55925,14.2788584
572,46,sample-378,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.232616344,0.644949452,16,24526.59633,20.22204129
573,46,sample-379,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.451526806,1.592246304,34,13302.95083,21.03804018
574,22,sample-38,High,OTU,Rarefaction,thirty,Facility 2,Winter,0.338099135,1.101559621,26,14089.07646,20.80526813
575,46,sample-380,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.481795949,1.812130978,43,15393.97197,23.62856025
576,5,sample-390,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.324214152,1.293285081,54.5,17712.564,22.95408507
577,5,sample-392,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.24363312,0.7417465,21,21825.0757,16.65371596
578,6,sample-401,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.290387472,1.130135858,52,21616.30534,22.42664149
579,8,sample-404,High,OTU,Rarefaction,thirty,Facility 1,Fall,0.700463011,2.634581556,43,8841.656138,29.34236013
580,8,sample-405,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.510418022,1.577723774,22.5,14348.16943,22.04729328
581,8,sample-406,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.466573479,1.554718252,28,17503.74348,23.95962384
582,9,sample-408,High,OTU,Rarefaction,thirty,Facility 1,Winter,0.61265438,2.304315725,43.33333333,13442.43694,27.69755923
583,25,sample-41,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.08873021,0.240285864,16,22440.38332,14.38402295
584,E3,sample-413,High,OTU,Rarefaction,thirty,Facility 1,Spring,0.431745479,1.389735086,25,17656.30537,20.28691522
585,13B,sample-428,High,OTU,Rarefaction,thirty,Facility 2,Summer,0.429807199,1.672732383,50,14861.95747,21.66744058
586,15A,sample-431,High,OTU,Rarefaction,thirty,Facility 2,Summer,0.433174576,1.743680012,56.75,16379.95854,22.68463321
587,18A,sample-432,High,OTU,Rarefaction,thirty,Facility 2,Summer,0.431353157,1.521106744,35,18549.1924,22.69633101
588,21A,sample-435,High,OTU,Rarefaction,thirty,Facility 2,Summer,0.300848119,1.151839561,46,13438.9384,16.30990582
589,30A,sample-444,High,OTU,Rarefaction,thirty,Facility 2,Summer,0.44313832,1.666731902,43,13826.40543,21.0954757
590,10,sample-458,High,OTU,Rarefaction,thirty,Facility 3,Summer,0.429118871,1.71174833,55,17321.05826,21.80544587
591,12,sample-459,High,OTU,Rarefaction,thirty,Facility 3,Summer,0.329365048,1.447377957,82,12650.07092,17.30818551
592,14,sample-461,High,OTU,Rarefaction,thirty,Facility 3,Summer,0.651628293,2.81339741,75,12683.22653,33.54683571
593,26,sample-469,High,OTU,Rarefaction,thirty,Facility 3,Summer,0.496296431,2.28054158,99.5,11147.75531,30.06446581
594,28,sample-470,High,OTU,Rarefaction,thirty,Facility 3,Summer,0.341228674,1.50783512,84,19187.9977,22.23396829
595,40,sample-477,High,OTU,Rarefaction,thirty,Facility 3,Summer,0.334456287,1.308400687,50,12577.69715,21.72955157
596,50,sample-482,High,OTU,Rarefaction,thirty,Facility 3,Summer,0.163454308,0.512510036,23,19150.09549,16.74461465
597,8,sample-485,High,OTU,Rarefaction,thirty,Facility 3,Summer,0.608900851,2.628922188,75,10489.88264,29.26726327
598,30,sample-58,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.468066509,1.607334404,31.5,16936.80133,23.52200214
599,30,sample-59,High,OTU,Rarefaction,thirty,Facility 2,Winter,0.602911352,2.030180881,32,11531.29748,20.44605533
600,E3,sample-86,High,OTU,Rarefaction,thirty,Facility 2,Spring,0.342657695,1.218267371,35,15886.26693,20.70722249
601,13,sample-11,High,OTU,Rarefaction,fifty,Facility 2,Spring,0.245229926,0.394682341,5,47175.89462,19.94849085
602,E2,sample-111,High,OTU,Rarefaction,fifty,Facility 1,Fall,0.640981595,2.704626779,68,14928.66381,34.26478424
603,E3,sample-116,High,OTU,Rarefaction,fifty,Facility 1,Fall,0.560127393,1.731377551,22,24262.14028,24.97301406
604,E4,sample-122,High,OTU,Rarefaction,fifty,Facility 1,Winter,0.603294216,2.867813468,116.5,13345.034,38.69465322
605,E5,sample-126,High,OTU,Rarefaction,fifty,Facility 1,Fall,0.458871064,1.795114158,50,27659.37488,30.57181439
606,15,sample-13,High,OTU,Rarefaction,fifty,Facility 2,Fall,0.640661539,2.531409883,52,18002.08191,31.81967492
607,E6,sample-131,High,OTU,Rarefaction,fifty,Facility 1,Fall,0.006077157,0.010888803,6,49705.60394,14.21240986
608,E6,sample-132,High,OTU,Rarefaction,fifty,Facility 1,Winter,0.445281744,2.046122982,100.2,13058.2293,30.63718119
609,E7,sample-137,High,OTU,Rarefaction,fifty,Facility 1,Winter,0.507425968,1.953664875,47,24344.50922,27.26040901
610,15,sample-14,High,OTU,Rarefaction,fifty,Facility 2,Spring,0.424739023,1.47203328,32,31790.05902,24.44463076
611,E9,sample-143,High,OTU,Rarefaction,fifty,Facility 2,Winter,0.187588341,0.579843527,22,29618.84228,16.49900809
612,E9,sample-144,High,OTU,Rarefaction,fifty,Facility 3,Fall,0.437262405,1.541944884,35,30640.2976,28.48511972
613,E9,sample-145,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.472933295,2.009254853,70,27663.8388,32.21255311
614,1,sample-150,High,OTU,Rarefaction,fifty,Facility 3,Fall,0.388501753,0.965390589,12,34349.13512,21.8105897
615,10,sample-153,High,OTU,Rarefaction,fifty,Facility 3,Fall,0.396001651,1.407923703,35,33258.13042,28.36713646
616,10,sample-154,High,OTU,Rarefaction,fifty,Facility 3,Spring,0.431663205,1.247667138,18,28466.21604,21.59564457
617,12,sample-159,High,OTU,Rarefaction,fifty,Facility 3,Fall,0.549783334,2.128321798,49.5,19041.95326,28.51200885
618,16,sample-16,High,OTU,Rarefaction,fifty,Facility 2,Fall,0.529737843,1.868046618,34,24505.84486,30.36553236
619,12,sample-160,High,OTU,Rarefaction,fifty,Facility 3,Spring,0.361788168,1.21824779,29,22103.6922,19.50505969
620,12,sample-161,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.3509173,1.216186687,32,32647.68792,22.86280998
621,13,sample-162,High,OTU,Rarefaction,fifty,Facility 3,Fall,0.450161873,1.483660098,27,24591.30831,22.67293992
622,13,sample-164,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.405046379,1.473391101,43,23783.19102,22.66041877
623,14,sample-166,High,OTU,Rarefaction,fifty,Facility 3,Spring,0.483060536,1.757174319,38,24470.34635,28.27047983
624,14,sample-167,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.422250725,1.588169477,43,33800.5012,28.44008707
625,2,sample-174,High,OTU,Rarefaction,fifty,Facility 3,Spring,0.315149023,0.755694352,11,42916.18015,20.0439999
626,22,sample-180,High,OTU,Rarefaction,fifty,Facility 3,Spring,0.371498067,0.980404697,14,26573.8684,19.07794763
627,24,sample-186,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.103110463,0.200643696,7,33650.89946,14.05511133
628,3,sample-197,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.46030564,1.481666697,25,33035.77751,24.49762916
629,17,sample-20,High,OTU,Rarefaction,fifty,Facility 2,Spring,0.482341042,1.62418498,29,17972.31725,21.84856074
630,34,sample-207,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.275646826,0.493892811,6,29943.63175,14.67674259
631,17,sample-21,High,OTU,Rarefaction,fifty,Facility 2,Winter,0.382874771,1.382529369,37,22194.01708,19.32423148
632,4,sample-221,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.42159636,1.73312946,62,29865.92723,26.47071814
633,40,sample-223,High,OTU,Rarefaction,fifty,Facility 3,Spring,0.429871313,1.383702377,25,22868.44077,22.38716152
634,18,sample-23,High,OTU,Rarefaction,fifty,Facility 2,Spring,0.318220415,1.102867916,32,25520.8737,24.03151994
635,46,sample-241,High,OTU,Rarefaction,fifty,Facility 3,Winter,0.444363116,1.553718995,33,33920.52017,29.55790776
636,47,sample-243,High,OTU,Rarefaction,fifty,Facility 3,Spring,0.353246801,1.15091218,26,26817.19125,24.64760348
637,5,sample-249,High,OTU,Rarefaction,fifty,Facility 3,Spring,0.371050179,1.543154312,64,35993.50095,33.11165279
638,50,sample-251,High,OTU,Rarefaction,fifty,Facility 3,Fall,0.542333793,1.651147401,21,22612.31375,23.6541255
639,19,sample-26,High,OTU,Rarefaction,fifty,Facility 2,Spring,0.312849681,0.967031645,22,40108.46767,20.83646647
640,7,sample-263,High,OTU,Rarefaction,fifty,Facility 3,Fall,0.565491124,2.200789835,49,19270.73339,27.86711156
641,8,sample-266,High,OTU,Rarefaction,fifty,Facility 3,Fall,0.139295376,0.478338539,31,45667.22029,22.78437964
